Nom,Prénom,Mail,Né(e) le,Téléphone,Sexe,Classe,Projet d'accompagnement,Allergies,Régime,Sport,Club,Formation,Groupes,Toutes les options,Redoublement,Moyenne Générale
DZIERWA,Nicolas,dzierwa.nicolas@gmail.com,20/5/1999,0754020271,Masculin,,,Kiwi,Demi-pensionnaire,Danse,Sport,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,99"
EGARNES,Jiwan,egarnes.jiwan@outlook.com,9/2/1999,0738595471,Masculin,2POP3,,Fruits à coque,Demi-pensionnaire,Karaté,Natation,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE, 2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"14,97"
EKOUYA DZIKA,Edmond,ekouya dzika.edmond@gmail.com,11/8/1999,0779331852,Masculin,2POP3,,Oeuf,Demi-pensionnaire,Gymnastique,Art,2NDPRO SYSTEMES NUMERIQUES 2NDE COMMUNE,"2POP3ACCPE, 2POP3ACCPE_1, 2POP3MATHS",ANGLAIS LV1,FAUX,"13,85"
EL CHARE,Islem,el chare.islem@outlook.com,28/2/1999,0644241969,Masculin,TARED,,Poisson,Demi-pensionnaire,Football,Art,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,"12,58"
EL HAMOUCHE,Louay,el hamouche.louay@outlook.com,9/12/2001,0672652679,Masculin,TRISC,,Lactose,Demi-pensionnaire,Danse,Magie,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCFRANCA, TRISCMATHS",ANGLAIS LV1,FAUX,"11,36"
EL OUAZZANI CHAHDI,Zakaria,el ouazzani chahdi.zakaria@orange.fr,17/9/2002,0781512402,Masculin,,,Fruits à coque,Demi-pensionnaire,Football,Magie,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,26"
EL QASEMY,Karim,el qasemy.karim@yahoo.fr,16/10/2002,0727248941,Masculin,2BR1,,Kiwi,Demi-pensionnaire,Football,Natation,2NDPRO CUISINE,"2BR1APS CU, 2BR1APS RE, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"12,95"
ELISEE,Ismael,elisee.ismael@gmail.com,3/4/1999,0740652251,Masculin,,,Lactose,Demi-pensionnaire,Danse,Magie,1CAP2  CUISINE,"2CAPCFRANCA, 2CAPCMATHS, 2CAPCMATHS_1, EPS CAP 1",ANGLAIS LV1,FAUX,"17,39"
ELMES,Elliott,elmes.elliott@orange.fr,10/6/2002,0755060152,Masculin,TBRS,,Lactose,Externe,Natation,Art,TLEPRE EUROPEENNE CUISINE,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"15,55"
ELSHENAWY,Ayman,elshenawy.ayman@free.fr,14/2/2002,0774982176,Masculin,,,Soja,Demi-pensionnaire,Basketball,Robotique,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,32"
ENNASRI,Oussama,ennasri.oussama@orange.fr,11/8/1999,0660259049,Masculin,,,,Demi-pensionnaire,Basketball,Théâtre,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,25"
ERSOY,Reis,ersoy.reis@yahoo.fr,5/7/2004,0614785211,Masculin,2POP1,,,Demi-pensionnaire,Danse,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"13,8"
ESTEVAO,Jonathan,estevao.jonathan@outlook.com,12/12/2000,0786395946,Masculin,1BV,,Soja,Externe,Basketball,Natation,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,23"
ESTEVES DIAS,Maximino,esteves dias.maximino@orange.fr,12/2/2004,0681226489,Masculin,,,Lactose,Externe,Football,Magie,,,ANGLAIS LV1,FAUX,"16,51"
ETIFIER,Yanis,etifier.yanis@free.fr,22/7/2003,0629989493,Masculin,2BR1,,Lactose,Externe,Gymnastique,Cinéma,2NDPRO CUISINE,"2BR1APS CU, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"13,7"
FAEL,Abdel Farah,fael.abdel farah@yahoo.fr,5/6/2001,0781302197,Masculin,TMELEC,,Lactose,Externe,Danse,Magie,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"12,08"
FAISAL,Hajra,faisal.hajra@outlook.com,6/11/1999,0737351549,Féminin,,,Soja,Demi-pensionnaire,Karaté,Théâtre,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,96"
FALL,Djim,fall.djim@gmail.com,10/9/1999,0746552739,Masculin,TMELEC,,Oeuf,Externe,Karaté,Natation,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"17,8"
FARGEAS,Iliana,fargeas.iliana@outlook.com,1/12/1999,0665984678,Féminin,1BV,,Lactose,Externe,Tennis,Cinéma,1ERPRE EURO VENTE(PROS.NEGO S.CLT,"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2, ANGLAIS SECTION EURO",FAUX,10
FERNANDES DE ALMEIDA,Séréna,fernandes de almeida.séréna@free.fr,24/8/2003,0650638362,Féminin,1BV,,Kiwi,Demi-pensionnaire,Danse,Peinture,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,32"
FERRADJI,Mokran Yacim,ferradji.mokran yacim@yahoo.fr,23/1/2001,0697066544,Masculin,2POP2,,Soja,Externe,Football,Cinéma,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"15,4"
FERRAG,Vincent,ferrag.vincent@outlook.com,5/11/2001,063863827,Masculin,1RISC,,,Externe,Tennis,Sport,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"17,89"
FERREIRA LOPES,Felipe,ferreira lopes.felipe@outlook.com,28/5/2001,0631336288,Masculin,,,Lactose,Externe,Tennis,Cinéma,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"13,35"
FERRER PALMA,Jordy Joe,ferrer palma.jordy joe@orange.fr,17/10/2002,0776351915,Masculin,2POP2,,Fruits à coque,Externe,Football,Théâtre,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"16,8"
FICHER,Naomi,ficher.naomi@free.fr,7/2/2001,0687123686,Féminin,TBC,,Soja,Demi-pensionnaire,Basketball,Art,TLEPRO COMMERCE,"Musculation Tle G1 R, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,14"
FICKAT,Dylan,fickat.dylan@orange.fr,12/2/2000,0645803916,Masculin,,,Oeuf,Demi-pensionnaire,Gymnastique,Théâtre,2NDPRO CUISINE,"2BR1APS CU, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"12,49"
FIGUEROA,Karina,figueroa.karina@orange.fr,23/9/1999,0746312777,Féminin,,,,Externe,Natation,Peinture,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,41"
FIOL-NUSA,Crystal,fiol-nusa.crystal@outlook.com,2/6/2003,07648444,Féminin,2EVS,,Kiwi,Demi-pensionnaire,Natation,Magie,1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS,"2EVSACCPE, 2EVSACCPE_1, 2EVSMATHS_1, 2EVSMATHS_1_1, 2EVSMATHS_2",ANGLAIS LV1,FAUX,"12,47"
FIQUEMO,Mathieu,fiquemo.mathieu@gmail.com,10/8/2003,0661707308,Masculin,,,,Externe,Gymnastique,Cinéma,,,ANGLAIS LV1,FAUX,"17,64"
FORMOSO,Anssumane,formoso.anssumane@free.fr,3/8/2003,0654868316,Masculin,TBRA,,,Demi-pensionnaire,Football,Natation,TLEPRO COMMERC. SERVICES EN RESTAURATION,,ANGLAIS LV1,FAUX,"14,27"
FOUEMO NKADI,Christ,fouemo nkadi.christ@gmail.com,20/4/2003,0647566234,Masculin,,,Soja,Demi-pensionnaire,Tennis,Actualité,,,ANGLAIS LV1,FAUX,"12,15"
FOULON,Gregoire,foulon.gregoire@free.fr,16/2/2004,0646908387,Masculin,2POP2,,Soja,Demi-pensionnaire,Tennis,Magie,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"17,71"
FRANGOULAKIS,Dimitri,frangoulakis.dimitri@yahoo.fr,9/8/2003,0724003190,Masculin,2POP1,,Fruits à coque,Demi-pensionnaire,Gymnastique,Magie,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"14,94"
FRAPPREAU,Camille,frappreau.camille@gmail.com,23/2/2001,061805610,Masculin,,,Poisson,Demi-pensionnaire,Tennis,Actualité,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"11,28"
GADMANI,Mehdi,gadmani.mehdi@yahoo.fr,26/1/1999,0775494760,Masculin,,,Lactose,Demi-pensionnaire,Natation,Théâtre,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,44"
GADOIN,Aggie,gadoin.aggie@gmail.com,6/9/1999,0733045831,Féminin,2BP,,Soja,Demi-pensionnaire,Karaté,Sport,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"14,98"
GAKOU,Mahamadou,gakou.mahamadou@free.fr,5/6/2002,0613917982,Masculin,,,Kiwi,Externe,Gymnastique,Théâtre,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"12,88"
GALLEGO POLO,Christian,gallego polo.christian@outlook.com,27/8/2001,0748640122,Masculin,1MELEC,,Soja,Externe,Karaté,Peinture,1ERPRE METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"17,31"
GARY,Bastien,gary.bastien@yahoo.fr,20/5/1999,067338497,Masculin,1ARED,,Kiwi,Externe,Tennis,Actualité,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,FAUX,"13,04"
GARY-OLLIVIER,Théo,gary-ollivier.théo@free.fr,28/8/2000,064526711,Masculin,,,,Demi-pensionnaire,Danse,Peinture,,,ANGLAIS LV1,FAUX,"13,53"
GASPERINI,Adrien,gasperini.adrien@free.fr,11/3/1999,0647196360,Masculin,1RISC,,,Demi-pensionnaire,Danse,Sport,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"17,38"
GATTEGNO,Thibaud,gattegno.thibaud@orange.fr,8/8/1999,0717642893,Masculin,TBRS,,Fruits à coque,Demi-pensionnaire,Danse,Cinéma,TLEPRE EUROP.COMM.ET SERV.EN RESTAU,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"13,4"
GATUINGT,Arthur,gatuingt.arthur@orange.fr,12/6/2002,0678587434,Masculin,1ARED,,Lactose,Externe,Danse,Théâtre,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,FAUX,"17,63"
GAUTHIER,Eleonore,gauthier.eleonore@outlook.com,24/1/2003,0710874562,Féminin,TBRS,,Oeuf,Demi-pensionnaire,Danse,Art,TLEPRE EUROP.COMM.ET SERV.EN RESTAU,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,78"
GEMON,Théo,gemon.théo@outlook.com,21/4/2003,0611014006,Masculin,1BP,,Lactose,Demi-pensionnaire,Danse,Peinture,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"10,97"
GENDRON,Baptiste,gendron.baptiste@gmail.com,28/4/2003,0612579254,Masculin,,,Fruits à coque,Externe,Danse,Peinture,MC  CUISINIER DESSERTS RESTAU. (MC5),,ANGLAIS LV1,FAUX,"14,06"
GENTON,Thomas,genton.thomas@gmail.com,15/4/1999,0660279078,Masculin,1MELEC,,Soja,Externe,Karaté,Sport,1ERPRO METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS",ANGLAIS LV1,FAUX,"10,39"
GEORGET,Benjamin,georget.benjamin@outlook.com,28/12/2002,0674491963,Masculin,TRISC,,Fruits à coque,Externe,Football,Sport,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCFRANCA, TRISCMATHS",ANGLAIS LV1,FAUX,"15,74"
GEORGIEVA,Parashkeva,georgieva.parashkeva@free.fr,15/12/2000,0746124528,Féminin,2EVS,,,Demi-pensionnaire,Danse,Actualité,1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS,"2EVSACCPE, 2EVSACCPE_1, 2EVSMATHS_1, 2EVSMATHS_1_1, 2EVSMATHS_2",ANGLAIS LV1,FAUX,"13,03"
GERALDES,Solange,geraldes.solange@outlook.com,17/5/1999,063561144,Féminin,,,Soja,Demi-pensionnaire,Natation,Magie,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,17
GÉRET,Emilie,géret.emilie@yahoo.fr,18/8/1999,0784764172,Féminin,2POP1,,,Demi-pensionnaire,Basketball,Peinture,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"16,93"
GERLACH,Jean Pierre,gerlach.jean pierre@gmail.com,11/7/1999,0725625750,Masculin,,,Oeuf,Externe,Danse,Cinéma,,,ANGLAIS LV1,FAUX,"14,83"
GHAFFOUR,Loubena,ghaffour.loubena@outlook.com,27/10/2001,0670638480,Féminin,,,Soja,Demi-pensionnaire,Natation,Actualité,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,24"
GHAZARIAN,Paul,ghazarian.paul@yahoo.fr,21/7/1999,0611832275,Masculin,1RISC,,Poisson,Demi-pensionnaire,Karaté,Peinture,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"17,85"
GIL VELASCO,Alvaro,gil velasco.alvaro@free.fr,3/6/2002,0737518537,Masculin,TMELEC,,Poisson,Externe,Natation,Peinture,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"10,56"
GITIKYAN,Raffi,gitikyan.raffi@orange.fr,4/1/2001,062304184,Masculin,TRISC,,Lactose,Externe,Football,Cinéma,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCFRANCA, TRISCMATHS",ANGLAIS LV1,FAUX,"15,66"
GIULIACCI--BONNEFOY,Eitel,giuliacci--bonnefoy.eitel@free.fr,26/7/2004,0725512571,Masculin,2POP2,,Oeuf,Externe,Karaté,Natation,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"10,59"
GNAHORE,Sely,gnahore.sely@orange.fr,24/9/2003,0755814310,Masculin,TMELEC,,Kiwi,Demi-pensionnaire,Danse,Cinéma,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"17,09"
GNAMIAN,Guy,gnamian.guy@outlook.com,14/12/2003,0657579187,Masculin,,,,Demi-pensionnaire,Gymnastique,Cinéma,1ERPRE EUROP.COMMERC. SERVICES EN RESTAU,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,12
GNIBIO,Cédric,gnibio.cédric@yahoo.fr,28/1/2002,0639074136,Masculin,MCCDRA,,Kiwi,Externe,Gymnastique,Peinture,MC  CUISINIER DESSERTS RESTAU. (MC5),,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,03"
GNONDJUI,John Ross,gnondjui.john ross@orange.fr,6/8/2000,0646827212,Masculin,,,,Externe,Danse,Actualité,,,ANGLAIS LV1,FAUX,"12,99"
GOGOUA,Gnaore,gogoua.gnaore@yahoo.fr,7/6/2000,0644742118,Masculin,,,Oeuf,Externe,Football,Actualité,,,ANGLAIS LV1,FAUX,"13,98"
GOMES FERNANDES,Diogo,gomes fernandes.diogo@orange.fr,7/9/2000,0614182838,Masculin,1BP,,Lactose,Demi-pensionnaire,Natation,Cinéma,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"12,05"
GOMES NETO,Franck,gomes neto.franck@gmail.com,13/2/2000,0793366484,Masculin,,,Poisson,Demi-pensionnaire,Football,Robotique,,,ANGLAIS LV1,FAUX,"12,98"
GONCALVES,Marcia,goncalves.marcia@yahoo.fr,14/3/2003,0694930525,Féminin,1BC,,Oeuf,Externe,Basketball,Théâtre,1ERPRO COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,55"
GONCALVES,Steven,goncalves.steven@orange.fr,23/11/1999,0631216301,Masculin,1BRS,,Poisson,Externe,Basketball,Actualité,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"11,94"
GONÇALVES SA PEREIRA,Diogo,gonçalves sa pereira.diogo@yahoo.fr,21/11/2002,0752184937,Masculin,1RISC,,Oeuf,Demi-pensionnaire,Basketball,Sport,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"13,54"
GOTSCHO,Eliott,gotscho.eliott@orange.fr,8/10/2004,0683317766,Masculin,1BP,,Soja,Externe,Karaté,Peinture,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"16,71"
GOUDOU,Mathieu,goudou.mathieu@outlook.com,19/1/2002,0695526915,Masculin,,,,Demi-pensionnaire,Karaté,Sport,,,ANGLAIS LV1,FAUX,"10,96"
GRANDSIRE,Vincent,grandsire.vincent@gmail.com,11/9/2003,0659001053,Masculin,1RISC,,Kiwi,Externe,Basketball,Peinture,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"12,31"
GREGO,Antoine,grego.antoine@gmail.com,20/7/2002,0723837322,Masculin,,,,Externe,Natation,Cinéma,,,ANGLAIS LV1,FAUX,"10,66"
GRICH,Lauryn,grich.lauryn@free.fr,11/9/1999,0735876290,Féminin,1BRS,,Soja,Externe,Natation,Peinture,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",VRAI,"10,72"
GROS,Camille,gros.camille@yahoo.fr,26/7/2002,0672788354,Féminin,TBP,,Poisson,Demi-pensionnaire,Karaté,Sport,TLEPRO BOULANGER-PÂTISSIER,TBPMATHS,ANGLAIS LV1,FAUX,"16,15"
GRUERE,Maxence,gruere.maxence@outlook.com,4/7/2002,0667395516,Masculin,2POP3,,Fruits à coque,Demi-pensionnaire,Football,Natation,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,VRAI,"15,45"
GUEDE,Nelson,guede.nelson@orange.fr,12/7/2001,0749502664,Masculin,,,,Demi-pensionnaire,Natation,Sport,2NDPRO CUISINE,,ANGLAIS LV1,FAUX,"10,15"
GUERIN,Erwann,guerin.erwann@orange.fr,12/4/1999,0669020777,Masculin,TBRS,,Lactose,Demi-pensionnaire,Danse,Sport,TLEPRE EUROPEENNE CUISINE,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"17,66"
GUERIN,Gwendan,guerin.gwendan@outlook.com,10/11/2000,0679566509,Masculin,2BR1,,Poisson,Demi-pensionnaire,Gymnastique,Art,2NDPRO CUISINE,"2BR1APS CU, 2BR1APS RE, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,VRAI,"10,74"
GUERIN,Sébastien,guerin.sébastien@gmail.com,1/9/2001,0638506757,Masculin,,,Soja,Demi-pensionnaire,Natation,Actualité,,,ANGLAIS LV1,FAUX,"13,11"
GUERREIRO FARIA,Ismaël,guerreiro faria.ismaël@orange.fr,26/8/2000,0674883795,Masculin,,,,Externe,Natation,Art,,,ANGLAIS LV1,FAUX,"17,16"
GUIBERT,Hugo,guibert.hugo@orange.fr,1/5/2004,0656919687,Masculin,TRISC,,Soja,Externe,Karaté,Actualité,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCFRANCA, TRISCMATHS",ANGLAIS LV1,FAUX,"11,36"
GUIDARA,Sandra,guidara.sandra@orange.fr,5/6/2002,0754783804,Féminin,,,,Externe,Basketball,Cinéma,,,"ANGLAIS LV1, ESPAGNOL LV2, ANGLAIS SECTION EURO",FAUX,"16,58"
GUILLORIT,Florent,guillorit.florent@yahoo.fr,17/8/2000,0798752467,Masculin,,,Poisson,Externe,Danse,Art,,,ANGLAIS LV1,FAUX,"10,58"
GUILLOT,Preston,guillot.preston@outlook.com,18/8/2000,0717346049,Masculin,1BV,,Fruits à coque,Demi-pensionnaire,Natation,Cinéma,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,25"
GUILLOUX,Alicia,guilloux.alicia@gmail.com,8/12/2003,0651859331,Féminin,2BR1,,,Externe,Karaté,Théâtre,2NDPRO CUISINE,"2BR1APS CU, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"10,51"
GUISADO PINTO,Célia,guisado pinto.célia@outlook.com,15/3/2000,0763081573,Féminin,MCPGCCSA,,,Externe,Basketball,Actualité,MC     PATIS.GLACE.CHOC.CONFIS.SPECIAL.,,ANGLAIS LV1,FAUX,"13,2"
GUNEY-TURKKAN,Berat,guney-turkkan.berat@outlook.com,2/5/2002,0610921527,Masculin,2POP2,,Soja,Externe,Tennis,Natation,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"14,48"
HABDECHE,Reda,habdeche.reda@yahoo.fr,11/10/1999,0618910753,Masculin,,,,Externe,Tennis,Cinéma,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"13,1"
HACHEMI,Fouad,hachemi.fouad@orange.fr,6/5/2002,0761768921,Masculin,2POP1,,Poisson,Demi-pensionnaire,Natation,Actualité,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"10,73"
HADJ LARBI,Ines,hadj larbi.ines@orange.fr,25/3/2001,0796803422,Féminin,,,,Externe,Natation,Cinéma,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"12,39"
HADJAR,Medhi,hadjar.medhi@gmail.com,8/9/2002,0718120563,Masculin,2BR1,,Oeuf,Demi-pensionnaire,Natation,Magie,2NDPRO CUISINE,"2BR1APS CU, 2BR1APS RE, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"13,3"
HAIDARA,Mariam,haidara.mariam@gmail.com,3/2/2000,0748497987,Féminin,2CAPC,,,Demi-pensionnaire,Gymnastique,Natation,1CAP2  CUISINE,"2CAPCFRANCA, 2CAPCFRANCA_1, 2CAPCMATHS, 2CAPCMATHS_1, EPS CAP 2",ANGLAIS LV1,FAUX,"13,56"
HAKOPIAN,Arthur,hakopian.arthur@free.fr,22/6/2004,067170659,Masculin,1BP,,,Demi-pensionnaire,Natation,Actualité,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"13,02"
HALIDOU,Boubacar,halidou.boubacar@orange.fr,9/2/2004,0745391905,Masculin,TCAPC,,Lactose,Demi-pensionnaire,Natation,Magie,2CAP2  CUISINE,,ANGLAIS LV1,FAUX,"15,01"
HAMDAOUI,Jamel,hamdaoui.jamel@gmail.com,26/12/2000,0725934602,Masculin,TEVS,,,Demi-pensionnaire,Natation,Cinéma,2CAP2  EMPL.VENTE: PRDTS EQUIP.COURANT,,ANGLAIS LV1,FAUX,"15,53"
HAMRAOUI,Wassila,hamraoui.wassila@outlook.com,14/8/2002,0720996726,Féminin,1BC,,,Demi-pensionnaire,Tennis,Actualité,1ERPRO COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"12,15"
HANCART,Anaïs,hancart.anaïs@outlook.com,17/9/2000,076383005,Féminin,1BP,,,Demi-pensionnaire,Tennis,Art,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"12,8"
HAOUSSINE,Alexis,haoussine.alexis@orange.fr,3/3/2004,0762276673,Masculin,TMELEC,,Poisson,Externe,Gymnastique,Natation,TLEPRE METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"11,31"
HARDOUIN,Loula,hardouin.loula@orange.fr,13/12/2000,0734129986,Féminin,2BR2,,,Demi-pensionnaire,Tennis,Robotique,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"10,09"
HARDY,Ugo,hardy.ugo@yahoo.fr,15/2/2001,0625740507,Masculin,TARED,,Oeuf,Demi-pensionnaire,Danse,Peinture,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,"11,8"
HAREL,Julien,harel.julien@yahoo.fr,12/7/2003,0662805236,Masculin,1BRS,,Oeuf,Demi-pensionnaire,Tennis,Robotique,1ERPRE EUROP.COMMERC. SERVICES EN RESTAU,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"17,31"
HASSANI,Mohamed,hassani.mohamed@yahoo.fr,2/11/2004,0784332200,Masculin,1BRA,,Lactose,Externe,Danse,Cinéma,1ERPRO CUISINE,,ANGLAIS LV1,FAUX,"10,17"
